<NUMBER OF NODES> 	10538
<NUMBER OF LINKS> 	28178
<END OF METADATA>		


~ 	Tail 	Head 	: 	Volume 	Cost 	; 
	252 	253 	: 	0 	inf 	; 
	252 	4995 	: 	6348.67 	8.75073 	; 
	253 	252 	: 	6348.67 	1.08339 	; 
	253 	5141 	: 	0 	inf 	; 
	254 	3088 	: 	7318.91 	9.81073 	; 
	254 	5331 	: 	0 	inf 	; 
	255 	256 	: 	0 	inf 	; 
	255 	3087 	: 	164.8 	3.49276 	; 
	255 	7778 	: 	0 	inf 	; 
	256 	255 	: 	164.8 	1.80601 	; 
	256 	6013 	: 	0 	6.77879 	; 
	256 	7778 	: 	0 	3.73784 	; 
	257 	246 	: 	0 	inf 	; 
	257 	3094 	: 	7178.8 	2.58577 	; 
	258 	4990 	: 	0 	inf 	; 
	258 	7344 	: 	62 	20.1809 	; 
	258 	7741 	: 	59.9333 	0.843994 	; 
	258 	7778 	: 	0 	6.72809 	; 
	259 	260 	: 	1136.4 	1.94016 	; 
	259 	1798 	: 	0 	inf 	; 
	260 	259 	: 	0 	inf 	; 
	260 	261 	: 	1136.4 	6.53922 	; 
	261 	260 	: 	0 	inf 	; 
	261 	262 	: 	0 	inf 	; 
	261 	263 	: 	874.201 	1.02342 	; 
	261 	6435 	: 	914.717 	3.52247 	; 
	262 	261 	: 	652.517 	9.01852 	; 
	262 	267 	: 	0 	inf 	; 
	262 	3091 	: 	939.267 	11.6463 	; 
	262 	4989 	: 	0 	inf 	; 
	263 	261 	: 	0 	inf 	; 
	263 	264 	: 	0 	inf 	; 
	263 	4989 	: 	1819.32 	7.98545 	; 
	264 	263 	: 	945.12 	0.759906 	; 
	264 	265 	: 	253.133 	14.7533 	; 
	264 	6435 	: 	0 	inf 	; 
	265 	264 	: 	0 	inf 	; 
	265 	273 	: 	0 	inf 	; 
	265 	3186 	: 	6526.97 	1.65286 	; 
	266 	274 	: 	6263.54 	5.53154 	; 
	266 	2885 	: 	0 	inf 	; 
	267 	262 	: 	1095.77 	2.89004 	; 
	267 	268 	: 	0 	inf 	; 
	267 	515 	: 	0 	inf 	; 
	268 	267 	: 	190.8 	1.35329 	; 
	268 	269 	: 	0 	inf 	; 
	268 	515 	: 	1323.31 	9.23547 	; 
	268 	4989 	: 	0 	inf 	; 
	269 	268 	: 	190.8 	6.15414 	; 
	269 	270 	: 	0 	inf 	; 
	270 	269 	: 	190.8 	2.41222 	; 
	270 	1906 	: 	0 	inf 	; 
	271 	249 	: 	6273.84 	5.19707 	; 
	271 	272 	: 	0 	inf 	; 
	272 	271 	: 	6273.84 	1.29257 	; 
	272 	1798 	: 	0 	inf 	; 
	273 	249 	: 	0 	inf 	; 
	273 	265 	: 	6273.84 	6.5145 	; 
	274 	248 	: 	6263.54 	2.92984 	; 
	274 	266 	: 	0 	inf 	; 
	275 	6589 	: 	124.8 	0.824757 	; 
	275 	7017 	: 	246.2 	11.7855 	; 
	276 	9098 	: 	601.933 	174.119 	; 
	277 	9094 	: 	879.933 	201.291 	; 
	278 	280 	: 	0 	0.757241 	; 
	278 	282 	: 	0 	inf 	; 
	278 	346 	: 	0 	0.970424 	; 
	279 	1490 	: 	0 	inf 	; 
	279 	2799 	: 	3458.24 	14.9205 	; 
	280 	278 	: 	0 	inf 	; 
	280 	281 	: 	0 	244.56 	; 
	280 	282 	: 	0 	42.3838 	; 
	281 	280 	: 	0 	244.56 	; 
	281 	4275 	: 	12 	302.69 	; 
	282 	278 	: 	0 	36.7745 	; 
	282 	280 	: 	0 	inf 	; 
	282 	9075 	: 	0 	8.522 	; 
	283 	2406 	: 	192.6 	5.72099 	; 
	283 	2408 	: 	0 	inf 	; 
	284 	2454 	: 	0 	inf 	; 
	284 	2455 	: 	287.9 	1.0388 	; 
	285 	8519 	: 	0 	inf 	; 
	285 	8521 	: 	2444.21 	1.68666 	; 
	286 	2456 	: 	0 	inf 	; 
	286 	5422 	: 	946.845 	3.24776 	; 
	287 	5292 	: 	0 	inf 	; 
	287 	5422 	: 	1497.37 	2.17767 	; 
	288 	1378 	: 	0 	inf 	; 
	288 	5421 	: 	54.145 	3.48214 	; 
	289 	2797 	: 	0 	inf 	; 
	289 	3331 	: 	631.933 	6.88468 	; 
	289 	4927 	: 	1248.8 	11.2425 	; 
	290 	2460 	: 	878.402 	8.74846 	; 
	290 	2466 	: 	370.4 	14.9887 	; 
	290 	4927 	: 	0 	inf 	; 
	291 	3284 	: 	1027.52 	5.13844 	; 
	291 	5285 	: 	0 	1.05187 	; 
	292 	293 	: 	9960.56 	5.2819 	; 
	292 	294 	: 	1738.24 	18.0384 	; 
	292 	2462 	: 	0 	inf 	; 
	293 	292 	: 	0 	inf 	; 
	293 	2074 	: 	865.404 	34.3852 	; 
	293 	8375 	: 	9095.16 	39.5094 	; 
	294 	292 	: 	0 	inf 	; 
	294 	295 	: 	1738.24 	6.91411 	; 
	295 	294 	: 	0 	inf 	; 
	295 	5296 	: 	1738.24 	4.95637 	; 
	296 	3814 	: 	0 	25.207 	; 
	297 	2075 	: 	0 	inf 	; 
	297 	3284 	: 	0 	inf 	; 
	297 	4932 	: 	4893.68 	30.2703 	; 
	298 	801 	: 	1471.18 	3.17916 	; 
	298 	802 	: 	0 	inf 	; 
	299 	300 	: 	1068.24 	16.4717 	; 
	299 	9913 	: 	0 	inf 	; 
	300 	299 	: 	0 	inf 	; 
	300 	7608 	: 	78 	31.9063 	; 
	300 	8029 	: 	0 	inf 	; 
	300 	8035 	: 	1963.88 	0.681187 	; 
	300 	9844 	: 	266.8 	45.5512 	; 
	301 	302 	: 	0 	inf 	; 
	301 	808 	: 	122.867 	1.57146 	; 
	302 	301 	: 	122.867 	9.63242 	; 
	302 	303 	: 	0 	inf 	; 
	303 	302 	: 	122.867 	1.56561 	; 
	303 	2247 	: 	0 	inf 	; 
	304 	799 	: 	425.2 	4.87145 	; 
	304 	800 	: 	0 	inf 	; 
	305 	800 	: 	201.067 	11.5742 	; 
	305 	9861 	: 	79.6533 	4.95735 	; 
	305 	9863 	: 	0 	inf 	; 
	306 	308 	: 	0 	inf 	; 
	306 	9863 	: 	79.6533 	11.5342 	; 
	307 	309 	: 	530.22 	1.8989 	; 
	307 	804 	: 	0 	inf 	; 
	308 	306 	: 	79.6533 	3.78528 	; 
	308 	309 	: 	0 	inf 	; 
	309 	307 	: 	0 	inf 	; 
	309 	308 	: 	79.6533 	7.11127 	; 
	309 	8044 	: 	450.567 	28.5768 	; 
	310 	311 	: 	0 	inf 	; 
	310 	2251 	: 	1546.93 	9.49982 	; 
	311 	310 	: 	1546.93 	0.95992 	; 
	311 	312 	: 	0 	inf 	; 
	312 	311 	: 	1546.93 	9.98274 	; 
	312 	313 	: 	0 	inf 	; 
	313 	312 	: 	1546.93 	1.98382 	; 
	313 	314 	: 	0 	inf 	; 
	314 	313 	: 	1546.93 	6.01551 	; 
	314 	315 	: 	0 	inf 	; 
	315 	314 	: 	1546.93 	6.27354 	; 
	315 	8028 	: 	0 	inf 	; 
	316 	317 	: 	0 	inf 	; 
	316 	3676 	: 	368.125 	2.08192 	; 
	317 	316 	: 	368.125 	3.75997 	; 
	317 	6573 	: 	0 	inf 	; 
	318 	2518 	: 	0 	inf 	; 
	318 	9250 	: 	0 	inf 	; 
	318 	9251 	: 	109.2 	0.592289 	; 
	318 	9252 	: 	308.8 	4.27497 	; 
	319 	2127 	: 	0 	60.324 	; 
	319 	2517 	: 	0 	4.48668 	; 
	320 	326 	: 	0 	inf 	; 
	320 	9260 	: 	210.64 	17.5016 	; 
	321 	325 	: 	2394.48 	0.946459 	; 
	321 	9259 	: 	0 	inf 	; 
	322 	324 	: 	9796.54 	0.967903 	; 
	322 	2520 	: 	0 	inf 	; 
	323 	2519 	: 	235.4 	1.08974 	; 
	323 	2520 	: 	0 	inf 	; 
	324 	322 	: 	0 	inf 	; 
	324 	9254 	: 	9796.54 	5.89325 	; 
	325 	321 	: 	0 	inf 	; 
	325 	8464 	: 	2394.48 	30.7779 	; 
	326 	320 	: 	210.64 	0.722397 	; 
	326 	8463 	: 	0 	inf 	; 
	327 	328 	: 	0 	inf 	; 
	327 	2398 	: 	6948.99 	1.59394 	; 
	328 	327 	: 	6948.99 	0.783253 	; 
	328 	333 	: 	0 	inf 	; 
	329 	330 	: 	0 	inf 	; 
	329 	2398 	: 	317.6 	2.24342 	; 
	330 	329 	: 	317.6 	1.05845 	; 
	330 	331 	: 	0 	inf 	; 
	331 	330 	: 	317.6 	6.40825 	; 
	331 	332 	: 	0 	inf 	; 
	331 	9253 	: 	0 	inf 	; 
	332 	331 	: 	244.2 	4.97658 	; 
	332 	333 	: 	0 	inf 	; 
	332 	2517 	: 	696.533 	2.90422 	; 
	332 	2654 	: 	1.6 	59.265 	; 
	333 	328 	: 	6948.99 	8.27603 	; 
	333 	332 	: 	470.8 	17.9214 	; 
	333 	10252 	: 	0 	inf 	; 
	334 	335 	: 	0 	inf 	; 
	334 	7151 	: 	267.133 	5.74244 	; 
	335 	334 	: 	267.133 	1.27685 	; 
	335 	7150 	: 	0 	inf 	; 
	336 	337 	: 	0 	inf 	; 
	336 	7150 	: 	1533.73 	28.7652 	; 
	337 	336 	: 	1533.73 	1.34302 	; 
	337 	7151 	: 	0 	inf 	; 
	338 	339 	: 	0 	1.62948 	; 
	338 	2615 	: 	0 	45.8086 	; 
	339 	338 	: 	0 	1.62948 	; 
	339 	340 	: 	0 	99.3803 	; 
	340 	339 	: 	0 	99.3803 	; 
	340 	2616 	: 	0 	2.43922 	; 
	341 	2616 	: 	0 	30.1178 	; 
	341 	8799 	: 	0 	63.3742 	; 
	341 	9825 	: 	0 	240.088 	; 
	342 	385 	: 	0 	0.756137 	; 
	342 	2257 	: 	0 	12.1664 	; 
	343 	344 	: 	535.4 	20.0386 	; 
	343 	345 	: 	482.8 	3.84719 	; 
	343 	5913 	: 	0 	inf 	; 
	343 	5964 	: 	0 	103.642 	; 
	344 	343 	: 	0 	inf 	; 
	344 	345 	: 	699.567 	19.7139 	; 
	344 	5196 	: 	15.6 	58.0009 	; 
	345 	343 	: 	0 	3.61957 	; 
	345 	344 	: 	0 	inf 	; 
	345 	6264 	: 	1182.37 	6.4835 	; 
	346 	278 	: 	0 	0.970424 	; 
	346 	347 	: 	0 	21.0932 	; 
	346 	9075 	: 	0 	26.7212 	; 
	347 	346 	: 	0 	21.0932 	; 
	347 	9075 	: 	0 	11.9575 	; 
	348 	3069 	: 	0 	55.5278 	; 
	349 	1592 	: 	294.2 	8.52002 	; 
	349 	7215 	: 	0 	inf 	; 
	350 	3767 	: 	0 	inf 	; 
	350 	4981 	: 	5432.28 	16.5216 	; 
	350 	4986 	: 	1130.22 	9.025 	; 
	351 	3186 	: 	0 	inf 	; 
	351 	3767 	: 	6526.97 	1.73201 	; 
	352 	353 	: 	280.267 	1.48784 	; 
	352 	4985 	: 	0 	inf 	; 
	353 	352 	: 	0 	inf 	; 
	353 	6017 	: 	280.267 	2.92778 	; 
	354 	3097 	: 	0 	inf 	; 
	354 	3098 	: 	1904.78 	3.26006 	; 
	354 	7793 	: 	4101.88 	1.47217 	; 
	355 	1570 	: 	0 	inf 	; 
	355 	4972 	: 	3763.74 	4.45065 	; 
	356 	357 	: 	997.864 	1.13845 	; 
	356 	8105 	: 	1837.55 	2.84587 	; 
	357 	356 	: 	1837.55 	2.68597 	; 
	357 	8106 	: 	1099.46 	17.2317 	; 
	358 	439 	: 	2999.35 	9.12847 	; 
	358 	8595 	: 	0 	inf 	; 
	359 	360 	: 	2453.53 	3.00049 	; 
	359 	1726 	: 	0 	inf 	; 
	360 	359 	: 	0 	inf 	; 
	360 	361 	: 	0 	inf 	; 
	360 	5118 	: 	2571.73 	2.9211 	; 
	361 	360 	: 	118.2 	5.1467 	; 
	361 	1913 	: 	0 	inf 	; 
	362 	1697 	: 	2002.09 	3.27638 	; 
	362 	3497 	: 	24 	4.11824 	; 
	362 	7764 	: 	0 	inf 	; 
	363 	3498 	: 	114.2 	6.58224 	; 
	363 	10205 	: 	0 	inf 	; 
	364 	1696 	: 	0 	inf 	; 
	364 	5051 	: 	4591.83 	2.83248 	; 
	364 	5118 	: 	0 	inf 	; 
	365 	2831 	: 	0 	inf 	; 
	365 	8368 	: 	1788.72 	13.9976 	; 
	366 	367 	: 	0 	inf 	; 
	366 	5064 	: 	1485.54 	16.6471 	; 
	367 	366 	: 	1485.54 	6.54628 	; 
	367 	5058 	: 	0 	inf 	; 
	367 	8788 	: 	0 	inf 	; 
	368 	3500 	: 	0 	inf 	; 
	368 	5059 	: 	0 	inf 	; 
	368 	7156 	: 	30.8 	8.33551 	; 
	368 	7682 	: 	0 	7.97144 	; 
	369 	5064 	: 	6269.94 	14.6277 	; 
	369 	8917 	: 	0 	inf 	; 
	370 	2833 	: 	7337.51 	11.1772 	; 
	370 	5061 	: 	0 	inf 	; 
	370 	8895 	: 	0 	inf 	; 
	371 	3309 	: 	0 	inf 	; 
	371 	8895 	: 	8092.76 	1.44743 	; 
	372 	5062 	: 	666.2 	6.84563 	; 
	372 	5066 	: 	0 	inf 	; 
	373 	3971 	: 	4425.72 	3.19723 	; 
	373 	4690 	: 	93.8442 	48.4144 	; 
	373 	7548 	: 	1343.5 	35.1325 	; 
	374 	1948 	: 	5065.17 	10.1376 	; 
	374 	3258 	: 	22 	16.777 	; 
	374 	4661 	: 	0 	inf 	; 
	375 	1946 	: 	7559.4 	4.15181 	; 
	375 	1947 	: 	0 	inf 	; 
	375 	3984 	: 	0 	inf 	; 
	376 	3258 	: 	0 	inf 	; 
	376 	3984 	: 	2494.22 	3.1126 	; 
	377 	378 	: 	0 	inf 	; 
	377 	7518 	: 	1887.02 	18.4866 	; 
	378 	377 	: 	1887.02 	2.05346 	; 
	378 	1953 	: 	0 	inf 	; 
	379 	1957 	: 	0 	inf 	; 
	379 	5131 	: 	12 	16.2114 	; 
	380 	381 	: 	34 	1.13385 	; 
	380 	1958 	: 	0 	inf 	; 
	380 	8971 	: 	5218.32 	20.1375 	; 
	380 	8972 	: 	583.21 	99.3772 	; 
	381 	380 	: 	5440.13 	1.18093 	; 
	381 	1961 	: 	26.2667 	8.02559 	; 
	381 	4071 	: 	129.333 	4.73565 	; 
	381 	6298 	: 	0 	inf 	; 
	382 	2253 	: 	36 	165.752 	; 
	383 	384 	: 	15.6 	6.55115 	; 
	383 	5964 	: 	36 	104.022 	; 
	384 	383 	: 	36 	6.55115 	; 
	384 	10316 	: 	15.6 	16.4397 	; 
	385 	342 	: 	0 	0.756137 	; 
	385 	2256 	: 	15.6 	73.4237 	; 
	385 	8842 	: 	36 	493.401 	; 
	386 	387 	: 	0 	inf 	; 
	386 	538 	: 	379.651 	5.13909 	; 
	386 	6695 	: 	105.6 	108.272 	; 
	387 	386 	: 	105.6 	5.03136 	; 
	387 	538 	: 	0 	2.33854 	; 
	387 	3470 	: 	0 	inf 	; 
	387 	6721 	: 	0 	42.9447 	; 
	388 	4275 	: 	0 	475.331 	; 
	389 	3914 	: 	1057.03 	81.8764 	; 
	389 	3936 	: 	0 	inf 	; 
	389 	3937 	: 	243 	54.9087 	; 
	389 	3939 	: 	0 	0.906399 	; 
	389 	9535 	: 	0 	inf 	; 
	390 	391 	: 	0 	inf 	; 
	390 	5353 	: 	377.467 	1.29155 	; 
	390 	9200 	: 	628.133 	22.5527 	; 
	391 	390 	: 	831.4 	18.2517 	; 
	391 	4389 	: 	0 	inf 	; 
	392 	4389 	: 	577.733 	7.07736 	; 
	392 	8672 	: 	0 	inf 	; 
	392 	8988 	: 	0 	inf 	; 
	393 	394 	: 	965.933 	18.205 	; 
	393 	2721 	: 	1866.4 	31.5939 	; 
	393 	6587 	: 	16 	27.0224 	; 
	394 	393 	: 	1882.4 	18.2296 	; 
	394 	6019 	: 	242.733 	108.988 	; 
	394 	6629 	: 	729.2 	18.3869 	; 
	395 	396 	: 	0 	6.57282 	; 
	395 	1162 	: 	178.145 	31.8987 	; 
	396 	395 	: 	178.145 	6.58048 	; 
	396 	397 	: 	0 	42.5326 	; 
	397 	396 	: 	178.145 	42.5822 	; 
	397 	398 	: 	0 	33.3412 	; 
	397 	3384 	: 	0 	42.5334 	; 
	397 	6865 	: 	69.0419 	26.0304 	; 
	398 	397 	: 	40.5537 	33.3413 	; 
	398 	646 	: 	0 	22.1433 	; 
	398 	2622 	: 	0 	70.3203 	; 
	398 	9202 	: 	0 	59.864 	; 
	399 	400 	: 	0 	inf 	; 
	399 	2538 	: 	0 	inf 	; 
	399 	8467 	: 	128.2 	2.05802 	; 
	400 	399 	: 	128.2 	3.72123 	; 
	400 	401 	: 	0 	inf 	; 
	400 	10256 	: 	45.6 	10.4157 	; 
	401 	400 	: 	173.8 	1.06311 	; 
	401 	2539 	: 	0 	inf 	; 
	401 	8492 	: 	0 	inf 	; 
	402 	164 	: 	169.533 	3.03417 	; 
	402 	167 	: 	0 	inf 	; 
	402 	2911 	: 	123.798 	0.484979 	; 
	402 	2912 	: 	0 	inf 	; 
	403 	2704 	: 	0 	inf 	; 
	403 	5982 	: 	302.345 	9.44162 	; 
	403 	6397 	: 	447.577 	11.4685 	; 
	403 	8067 	: 	162.067 	5.85158 	; 
	404 	1496 	: 	1440.87 	63.8314 	; 
	404 	6971 	: 	0 	inf 	; 
	404 	8206 	: 	0 	0.829739 	; 
	405 	2503 	: 	263.32 	1.65781 	; 
	405 	2523 	: 	324.733 	1.18508 	; 
	406 	2503 	: 	324.733 	0.725128 	; 
	406 	2513 	: 	263.32 	18.3191 	; 
	407 	410 	: 	6492.85 	0.734282 	; 
	407 	10392 	: 	0 	inf 	; 
	408 	409 	: 	210.64 	0.736514 	; 
	408 	2401 	: 	0 	inf 	; 
	409 	408 	: 	0 	inf 	; 
	409 	8476 	: 	210.64 	7.3666 	; 
	410 	407 	: 	0 	inf 	; 
	410 	8473 	: 	6492.85 	8.12031 	; 
	411 	412 	: 	0 	inf 	; 
	411 	414 	: 	0 	inf 	; 
	411 	2476 	: 	10093.2 	15.9063 	; 
	412 	411 	: 	10093.2 	3.74201 	; 
	412 	413 	: 	0 	inf 	; 
	413 	412 	: 	10093.2 	0.951581 	; 
	413 	2528 	: 	0 	inf 	; 
	414 	411 	: 	8.52651e-14 	4.08096 	; 
	414 	415 	: 	0 	inf 	; 
	415 	414 	: 	8.52651e-14 	1.05235 	; 
	415 	2527 	: 	0 	inf 	; 
	416 	2525 	: 	0 	inf 	; 
	416 	2529 	: 	146.333 	2.95196 	; 
	416 	7878 	: 	4 	9.19405 	; 
	417 	418 	: 	0 	65.8393 	; 
	417 	419 	: 	0 	inf 	; 
	417 	7500 	: 	136.1 	1.07077 	; 
	417 	7501 	: 	483 	7.24522 	; 
	418 	417 	: 	0 	inf 	; 
	418 	5912 	: 	683.867 	30.5794 	; 
	418 	6966 	: 	53 	1.60325 	; 
	418 	6967 	: 	24.9333 	13.1674 	; 
	419 	417 	: 	0 	83.0751 	; 
	419 	7500 	: 	0 	inf 	; 
	420 	1850 	: 	2811.21 	1.33172 	; 
	420 	2753 	: 	0 	inf 	; 
	421 	425 	: 	1580.61 	5.48417 	; 
	421 	1850 	: 	0 	inf 	; 
	422 	2753 	: 	2377.53 	6.8273 	; 
	422 	2981 	: 	0 	inf 	; 
	422 	4816 	: 	596.267 	27.6551 	; 
	423 	3604 	: 	0 	inf 	; 
	423 	7662 	: 	0 	inf 	; 
	423 	8600 	: 	1329.28 	52.8594 	; 
	424 	426 	: 	838.117 	5.70483 	; 
	424 	2227 	: 	709.106 	25.7668 	; 
	424 	6542 	: 	0 	inf 	; 
	425 	421 	: 	0 	inf 	; 
	425 	426 	: 	652.533 	0.774698 	; 
	425 	3604 	: 	1329.28 	4.12156 	; 
	425 	7662 	: 	0 	inf 	; 
	426 	424 	: 	0 	inf 	; 
	426 	425 	: 	0 	inf 	; 
	426 	2752 	: 	1490.65 	5.0413 	; 
	427 	2754 	: 	0 	inf 	; 
	427 	2982 	: 	2773.89 	37.7005 	; 
	427 	4603 	: 	0 	inf 	; 
	428 	2981 	: 	3034.57 	46.9748 	; 
	428 	4283 	: 	0 	inf 	; 
	429 	430 	: 	0 	inf 	; 
	429 	436 	: 	1805.62 	4.51449 	; 
	429 	2137 	: 	514.067 	11.2022 	; 
	430 	429 	: 	2319.68 	10.6578 	; 
	430 	2141 	: 	0 	inf 	; 
	430 	2997 	: 	0 	inf 	; 
	431 	432 	: 	0 	inf 	; 
	431 	2136 	: 	0 	inf 	; 
	431 	2996 	: 	3576.72 	14.4858 	; 
	432 	431 	: 	2389.72 	3.07869 	; 
	432 	2132 	: 	0 	inf 	; 
	433 	434 	: 	0 	inf 	; 
	433 	8592 	: 	2884.48 	5.24726 	; 
	434 	433 	: 	2884.48 	5.54443 	; 
	434 	435 	: 	0 	inf 	; 
	435 	434 	: 	2884.48 	5.97087 	; 
	435 	8588 	: 	0 	inf 	; 
	436 	429 	: 	0 	inf 	; 
	436 	2128 	: 	1805.62 	4.87782 	; 
	437 	439 	: 	0 	inf 	; 
	437 	2603 	: 	16 	0.855013 	; 
	437 	8594 	: 	3247.14 	17.2872 	; 
	438 	439 	: 	0 	0.972712 	; 
	438 	2602 	: 	0 	inf 	; 
	438 	8638 	: 	2573.81 	8.59844 	; 
	439 	358 	: 	0 	inf 	; 
	439 	437 	: 	2999.35 	8.30527 	; 
	439 	438 	: 	0 	0.972712 	; 
	439 	877 	: 	0 	16.3182 	; 
	440 	441 	: 	0 	inf 	; 
	440 	1771 	: 	2294.35 	2.77339 	; 
	440 	6759 	: 	342.033 	4.36682 	; 
	441 	440 	: 	2636.38 	1.07909 	; 
	441 	1772 	: 	0 	inf 	; 
	442 	443 	: 	1965.03 	2.08208 	; 
	442 	584 	: 	0 	inf 	; 
	443 	442 	: 	0 	inf 	; 
	443 	867 	: 	1965.03 	30.7335 	; 
	444 	2592 	: 	1075.87 	6.52764 	; 
	444 	2593 	: 	0 	inf 	; 
	445 	450 	: 	5078.65 	0.788095 	; 
	445 	8365 	: 	0 	inf 	; 
	446 	449 	: 	0 	inf 	; 
	446 	2471 	: 	2695.13 	38.4247 	; 
	447 	448 	: 	0 	inf 	; 
	447 	10116 	: 	10772 	35.1945 	; 
	448 	447 	: 	10772 	1.11938 	; 
	448 	4921 	: 	0 	inf 	; 
	449 	446 	: 	2695.13 	1.08643 	; 
	449 	2472 	: 	0 	inf 	; 
	450 	445 	: 	0 	inf 	; 
	450 	2402 	: 	5078.65 	9.4319 	; 
	451 	452 	: 	1281.91 	23.7991 	; 
	451 	4317 	: 	1574.12 	28.3514 	; 
	452 	451 	: 	1574.12 	32.5376 	; 
	452 	3535 	: 	1281.91 	6.88998 	; 
	453 	3748 	: 	12 	2.59152 	; 
	453 	6813 	: 	56.9333 	4.51363 	; 
	453 	9038 	: 	0 	inf 	; 
	454 	528 	: 	208 	0.957946 	; 
	454 	3748 	: 	265.4 	0.922075 	; 
	455 	456 	: 	0 	inf 	; 
	455 	7369 	: 	3070.12 	1.40402 	; 
	455 	9385 	: 	0 	inf 	; 
	456 	455 	: 	389.221 	6.41775 	; 
	456 	458 	: 	0 	1.69379 	; 
	456 	527 	: 	0 	inf 	; 
	456 	2666 	: 	0 	38.2726 	; 
	457 	6903 	: 	2991.12 	6.28927 	; 
	457 	7369 	: 	0 	inf 	; 
	458 	456 	: 	0 	1.69379 	; 
	458 	459 	: 	1353.06 	10.6209 	; 
	458 	7291 	: 	0 	4.24079 	; 
	458 	9385 	: 	0 	inf 	; 
	459 	458 	: 	0 	inf 	; 
	459 	527 	: 	1353.06 	8.33089 	; 
	460 	6903 	: 	0 	inf 	; 
	460 	9035 	: 	4062.73 	3.7214 	; 
	461 	4502 	: 	196.215 	4.99152 	; 
	461 	4963 	: 	35 	5.91812 	; 
	461 	5490 	: 	3169 	11.7109 	; 
	462 	463 	: 	0 	inf 	; 
	462 	9077 	: 	4050.73 	7.80157 	; 
	463 	462 	: 	4050.73 	2.09601 	; 
	463 	5140 	: 	0 	inf 	; 
	464 	3124 	: 	0 	inf 	; 
	464 	9156 	: 	268 	17.4853 	; 
	464 	10368 	: 	293.267 	6.52295 	; 
	465 	466 	: 	0 	inf 	; 
	465 	470 	: 	574.933 	1.55059 	; 
	466 	465 	: 	574.933 	3.91828 	; 
	466 	467 	: 	0 	inf 	; 
	466 	468 	: 	496.6 	10.2374 	; 
	466 	6797 	: 	0 	inf 	; 
	467 	466 	: 	496.6 	3.12455 	; 
	467 	4867 	: 	0 	inf 	; 
	467 	6797 	: 	213.94 	8.67032 	; 
	468 	466 	: 	0 	inf 	; 
	468 	469 	: 	496.6 	1.83324 	; 
	469 	468 	: 	0 	inf 	; 
	469 	1342 	: 	496.6 	11.2058 	; 
	470 	465 	: 	0 	inf 	; 
	470 	3205 	: 	0 	inf 	; 
	470 	4867 	: 	1221.27 	4.95071 	; 
	471 	472 	: 	0 	inf 	; 
	471 	3026 	: 	0 	12.2685 	; 
	472 	471 	: 	0 	4.35247 	; 
	472 	3147 	: 	0 	inf 	; 
	473 	474 	: 	0 	inf 	; 
	473 	2676 	: 	3287.41 	64.9098 	; 
	473 	3537 	: 	0 	inf 	; 
	474 	473 	: 	481.196 	8.66978 	; 
	474 	3537 	: 	42 	9.04193 	; 
	474 	8363 	: 	446.6 	18.0141 	; 
	475 	476 	: 	78 	1.72468 	; 
	475 	2623 	: 	1279.59 	7.77363 	; 
	475 	8226 	: 	0 	inf 	; 
	476 	475 	: 	0 	inf 	; 
	476 	3354 	: 	78 	5.47238 	; 
	476 	8226 	: 	0 	inf 	; 
	477 	478 	: 	1974.81 	3.19833 	; 
	477 	479 	: 	0 	inf 	; 
	478 	477 	: 	0 	inf 	; 
	478 	8230 	: 	1974.81 	13.5428 	; 
	479 	477 	: 	1974.81 	13.5954 	; 
	479 	3352 	: 	1334.98 	10.6926 	; 
	479 	4658 	: 	0 	inf 	; 
	480 	8586 	: 	1465.6 	5.87972 	; 
	480 	8587 	: 	0 	inf 	; 
	481 	482 	: 	247.2 	2.53438 	; 
	481 	1770 	: 	0 	inf 	; 
	481 	2492 	: 	2736.46 	17.1864 	; 
	482 	481 	: 	0 	2.52347 	; 
	482 	4288 	: 	0 	inf 	; 
	482 	7213 	: 	1703.2 	30.7918 	; 
	483 	484 	: 	1615.76 	0.945992 	; 
	483 	2524 	: 	688.9 	9.06895 	; 
	484 	483 	: 	688.9 	0.93459 	; 
	484 	3283 	: 	1615.76 	60.7447 	; 
	485 	486 	: 	447 	0.875259 	; 
	485 	6181 	: 	143.733 	28.9936 	; 
	486 	485 	: 	143.733 	0.870105 	; 
	486 	2498 	: 	447 	64.8573 	; 
	487 	488 	: 	0 	inf 	; 
	487 	1550 	: 	616.667 	16.884 	; 
	488 	487 	: 	616.667 	5.83416 	; 
	488 	5226 	: 	0 	inf 	; 
	489 	3273 	: 	3029.78 	6.57487 	; 
	489 	4804 	: 	146.2 	7.50749 	; 
	490 	491 	: 	178.2 	2.20964 	; 
	490 	5216 	: 	2568.25 	2.09219 	; 
	491 	490 	: 	2568.25 	2.21082 	; 
	491 	3273 	: 	178.2 	0.607211 	; 
	492 	494 	: 	684.188 	3.76869 	; 
	492 	5216 	: 	0 	inf 	; 
	493 	8378 	: 	230.531 	31.023 	; 
	493 	8379 	: 	6368.35 	15.2304 	; 
	493 	10477 	: 	0 	inf 	; 
	494 	492 	: 	0 	inf 	; 
	494 	8379 	: 	684.188 	9.17393 	; 
	495 	496 	: 	2589.61 	6.08536 	; 
	495 	10120 	: 	0 	inf 	; 
	496 	495 	: 	0 	inf 	; 
	496 	497 	: 	2589.61 	69.7615 	; 
	497 	496 	: 	0 	inf 	; 
	497 	5457 	: 	5412.07 	10.6614 	; 
	497 	5459 	: 	0 	inf 	; 
